METABOLITE 0,METABOLITE 1,METABOLITE 2,METABOLITE 3,METABOLITE 4,METABOLITE 5,METABOLITE 6,METABOLITE 7,METABOLITE 8,METABOLITE 9,METABOLITE 10,METABOLITE 11,METABOLITE 12,METABOLITE 13,METABOLITE 14,Prob_Astrocytoma,Prob_Glioblastoma,Prob_Meningioma,Diagnóstico_Predicho
0.3226945007104816,0.5750239752001429,0.7426445033939527,0.6359577626982104,0.5448036739193035,0.7853359477623996,0.8857560083431861,0.5779375849380091,0.12301688203465738,0.7016894265977568,0.7312540016509694,0.8469795714173322,3.55195742387335,3.74283178965718,17.1994865094638,2.044677e-08,0.98025954,0.019740526,Glioblastoma
0.45740830810694866,0.7646998796371154,0.4444510885947995,0.4513003430827025,0.38821315074377155,0.4015974369392303,0.38257364423096507,0.4076320992632062,0.7150721787511467,12.1608362048569,12.0448960291997,23.2907899115842,3.17936629671905,3.11735093130709,1.25247896105413,2.561129e-06,2.6388988e-10,0.9999975,Meningioma
14.528697566081,11.5291044374162,0.6477345452015348,0.6224941695528278,0.6480195653597514,0.826787099482757,0.7974393929715662,0.6952694333943543,0.8503277648701159,0.9104880547272411,0.9148409446000384,1.80509520021906,21.5673745099266,2.15255276565493,10.8157053931885,9.040917e-08,0.0024121967,0.9975877,Meningioma
0.15758812822876933,0.31441509050796124,0.25161304787763816,0.18649795155869653,0.10055592593218016,0.2876179525684741,0.3343489083425501,0.21380221526454637,0.3058520079893922,0.7540955609624529,0.6272109477242234,15.6640735537504,4.27465353591006,4.21073143796498,11.2813076568646,0.00017712587,1.3040043e-06,0.9998216,Meningioma
0.3686812675011253,0.20699279374840346,0.211521394849606,0.03469926614499709,0.16418745069360324,0.3645903968824013,0.3408920590422797,0.11028680300819196,0.26020561464151476,0.5318009801645205,0.49606772363895935,0.6548054776409686,4.07006705157587,43.2400150852379,13.5058019445935,1.6275947e-29,7.3382045e-25,1.0,Meningioma
0.5349057934944019,0.496231316069746,0.4208348010045752,0.3577351326602923,-0.15519176854610187,0.33711077508965726,0.5818460489673243,0.28767047674796453,-0.22356175695196678,1.03528028995038,0.8952580961188655,0.5810567919325987,15.9032943976585,17.0758228903289,19.3123589518965,6.064452e-20,1.570051e-06,0.99999845,Meningioma
0.7516628636454495,0.47194475649673423,0.4070602622089667,0.31915581481043903,0.18893365503851425,0.38294578183930167,0.599745247148188,0.5233315195317193,0.523129241200382,10.4568553102005,1.00506121337967,0.7726316095525126,2.76225639436208,29.0123581669716,14.6160976425336,2.9323444e-22,5.095149e-10,1.0,Meningioma
0.7062668278291045,0.8892459487239379,12.2883120641915,11.2238222604788,0.5777289998401479,14.3445068055947,16.563716373736,0.7506810528148216,0.6482972062425313,30.9132660260321,3.02408789995122,0.48247601056643163,0.4504294948961919,0.3597897595095207,0.4950829723700507,3.9017013e-06,2.3153725e-12,0.99999607,Meningioma
19.7693059384095,11.2850667329308,11.4052679634565,1.05258703504257,0.8326315036502175,13.4716885020151,14.867336496564,1.07078461158641,0.7621195356569812,18.5648872142576,1.80287152082589,0.20076445460441883,14.5101524406982,15.3069279390234,11.9914562327629,2.2991783e-08,1.6160669e-12,1.0,Meningioma
0.2336812514953695,0.1272332307979831,0.19397681486782448,0.16490844443712754,-0.013681375793413036,0.3538536581094366,0.5180213768360444,0.10356739552143562,0.3113691001599166,11.5061854046083,10.0774132366103,13.7680708065753,32.4747163940535,32.5459092129684,16.6721242982733,6.220123e-37,7.645149e-26,1.0,Meningioma
0.8270574781198108,100.503861628426,0.6256360858930203,0.5767691859681433,0.49981176659377935,0.8796617329661243,0.9149164537227426,0.6535750247777534,0.5019230275666837,11.9019598185423,1.08449712626488,0.9549845800123674,2.99101016801159,3.22883470612567,15.2929021616925,0.0,1.0,0.0,Glioblastoma
14.528697566081,11.5291044374162,0.6477345452015348,0.6224941695528278,0.6480195653597514,0.826787099482757,0.7974393929715662,0.6952694333943543,0.8503277648701159,0.9104880547272411,0.9148409446000384,1.80509520021906,21.5673745099266,2.15255276565493,10.8157053931885,9.040917e-08,0.0024121967,0.9975877,Meningioma
0.2271325444093317,0.3628571148659766,0.38362220679148296,0.4347605105791805,0.40815815513194525,0.5853496857096037,0.5774736135044493,0.38662910377766935,0.5288370354963732,10.5283800566329,1.0345165530386,14.5213918706446,4.08004438863952,3.991449882032,0.4989354311524922,0.0046015577,5.43857e-10,0.99539846,Meningioma
-0.005725890767464159,0.0694070227537763,-0.053609279668989304,-0.08165375352783133,-0.12396519327076912,0.4601804611845076,0.606914580006489,0.08982637707999518,0.36999115887968326,1.21386428880555,11.8904723224188,14.0022422103528,2.70368434255023,27.8849495428412,10.0735542066724,7.108079e-21,2.2988036e-17,1.0,Meningioma
16.7149395367297,1.8982488782534,17.5929200150238,1.74214906496169,12.6516450136862,1.20144359802328,14.5137915817433,12.8826053182929,0.7570396337560391,183.344377433934,17.9688997440614,0.42343524856736575,0.6682078702189015,0.5536602937041987,0.424662782988993,0.0,1.0,4.6382113e-22,Glioblastoma
10.4174552814922,0.7764302151472866,14.1073675057616,11.7892334492712,0.2613132879361348,0.9868614172951615,12.7010007416641,10.5534146829534,0.7227433419685678,16.9707984218504,16.0666711026831,0.9826584062832042,13.0494753888864,1.34570694827119,1.2859547578924,2.916519e-07,2.9747888e-35,0.99999976,Meningioma
0.42280357592781487,0.30271770565068945,0.23976488113660732,0.25814894756037027,0.23901237013711069,0.4375093943666676,0.4390056618349303,0.3317296654346658,0.3994060837448298,0.9922675636162853,0.8904909576269091,14.5245694440937,39.4374322117357,4.02302418540911,11.7103454412478,1.9951803e-16,5.6328915e-22,1.0,Meningioma
0.35441222343609646,0.4999986047603342,0.39565282842884725,0.40294252016195675,0.3012573857331285,0.42461639448506183,0.3314995587871154,0.3534915320627393,0.415563728519583,0.6686152246462203,0.5423732756279073,16.3170776349465,41.037431677578,39.9837522233497,13.6981052645214,1.2453333e-36,0.0,1.0,Meningioma
0.6832078980058658,0.21748290009382645,0.08172396221836684,0.07731338913102798,-0.10015722196157997,13.5357493237666,16.5361798355698,0.003278036330972428,0.42559964997128685,1.39425822854013,14.1762017523892,-0.08822422564327329,2.13530596161764,24.5188938404335,15.6288393513039,1.2489413e-18,7.011578e-08,0.9999999,Meningioma
0.1817298235618427,0.12275681529446411,0.21263826248517353,0.055475802245082376,0.1690511361084263,0.27375825167414003,0.1850556040597982,0.1945885538042404,0.24093232147741972,0.6011337534651213,0.6977935968669583,16.7102296331533,4.2679441728845,4.2944640278587,10.6578838180566,0.00031104166,1.0672715e-07,0.99968886,Meningioma
10.6897089333822,16.6223098433264,1.56111493603509,15.77683987855,12.083605292365,13.8262832519004,15.3137266167789,10.0411461189626,0.9799745212200648,16.4591492384531,16.5738744487244,0.7183062268308836,15.1872852989315,15.8616422824222,0.9636411783929757,1.884399e-06,0.86698365,0.13301446,Glioblastoma
0.5797557018211522,0.6528530051381409,0.5440529800714321,0.4623669162034745,0.4446979340560774,0.6863028377209539,0.7029587156089084,0.4992779121413769,0.5319592418187573,0.920577349430465,0.8486698946265994,12.3979685479837,3.85526974521722,39.8878713117605,0.9472256032123046,4.3729095e-17,1.2022027e-36,1.0,Meningioma
0.7451848756141336,0.933809961510039,0.734865574788393,0.7609804399613053,0.5034703949054367,0.9386789077839637,11.6131901293523,0.5799413362612791,0.4426558419922017,1.22621160559899,11.4595473343229,12.4358912975757,31.9219161135832,33.1762110885066,12.181562879357,5.7364253e-33,0.0,1.0,Meningioma
12.651427622112,11.5491958599574,0.3907579325398608,0.3771032226105033,0.30732024289896115,0.9125591161579997,1.03408325305727,0.24988012382116584,0.28273786245767113,0.6926332641501913,0.6122490334380009,0.8602715544716667,34.1819867154671,35.499022391464,13.4278102103459,6.510077e-32,9.059865e-29,1.0,Meningioma
0.44979187114295216,0.49551480193719205,0.13414789789249915,0.05449197734581851,0.07869636951113493,0.5344205244296422,0.5155064924700196,0.27340796952607277,0.3536770477747278,0.6520684920049535,0.6149037801953594,0.9288428447719084,4.23426126328201,42.7927920171867,10.6687048831403,2.9738698e-28,1.087535e-27,1.0,Meningioma
1.03815069279785,11.8307853631636,0.8666404011740471,0.7737702369153197,0.5563292890374318,11.7981590754909,11.5013223299334,0.7156431376122723,0.7860778525542917,180.656294766835,17.9220787413816,1.20259396099545,26.8192604575045,25.9232190796505,0.9585530036119964,0.0,1.0,8.2733665e-29,Glioblastoma
0.5027875173973644,0.6111579255529613,0.5628999167600598,0.5146858950777885,0.19366585212038218,0.7440233948763857,10.7260090625035,0.8615022703643948,0.5605571278894937,12.8556687592309,12.3961104913697,0.8462640755197801,23.5159128954348,24.1722236950603,1.35913945253592,1.99695e-28,1.1462095e-28,1.0,Meningioma
